2025-07-16 20:06:40 | ETH/USDT | Signal: buy | Price: 3291.68 | RSI: 3291.68
2025-07-16 20:18:44 | TRX/USDT | Signal: buy | Price: 0.3041 | RSI: 0.30
2025-07-16 20:18:48 | APT/USDT | Signal: buy | Price: 5.242 | RSI: 5.24
2025-07-16 20:19:22 | BTC/USDT | Signal: buy | Price: 119336.9 | RSI: 119336.90
2025-07-16 20:19:33 | ETH/USDT | Signal: buy | Price: 3287.36 | RSI: 3287.36
2025-07-16 20:19:39 | LTC/USDT | Signal: buy | Price: 98.558 | RSI: 98.56
2025-07-16 20:19:42 | DOT/USDT | Signal: buy | Price: 4.1807 | RSI: 4.18
2025-07-16 20:19:53 | ADA/USDT | Signal: buy | Price: 0.7649 | RSI: 0.76
2025-07-16 20:19:58 | SOL/USDT | Signal: buy | Price: 172.75 | RSI: 172.75
2025-07-16 20:20:02 | AVAX/USDT | Signal: buy | Price: 22.385 | RSI: 22.39
2025-07-16 20:20:08 | ALGO/USDT | Signal: buy | Price: 0.2869 | RSI: 0.29
2025-07-16 20:23:14 | ETH/USDT | Signal: buy | Price: 3284.53 | RSI: 3284.53
2025-07-16 20:23:20 | LTC/USDT | Signal: buy | Price: 98.66 | RSI: 98.66
2025-07-16 20:23:33 | DOT/USDT | Signal: buy | Price: 4.171 | RSI: 4.17
2025-07-16 20:23:47 | ADA/USDT | Signal: buy | Price: 0.7639 | RSI: 0.76
2025-07-16 20:23:55 | SOL/USDT | Signal: buy | Price: 172.618 | RSI: 172.62
2025-07-16 20:23:59 | AVAX/USDT | Signal: buy | Price: 22.361 | RSI: 22.36
2025-07-16 20:24:03 | ALGO/USDT | Signal: buy | Price: 0.2865 | RSI: 0.29
2025-07-16 20:24:08 | TRX/USDT | Signal: buy | Price: 0.3044 | RSI: 0.30
2025-07-16 20:24:41 | BTC/USDT | Signal: buy | Price: 119471.0 | RSI: 119471.00
2025-07-16 20:24:44 | ETH/USDT | Signal: buy | Price: 3286.77 | RSI: 3286.77
2025-07-16 20:24:52 | LTC/USDT | Signal: buy | Price: 98.765 | RSI: 98.77
2025-07-16 20:24:59 | DOT/USDT | Signal: buy | Price: 4.1843 | RSI: 4.18
2025-07-16 20:25:14 | ADA/USDT | Signal: buy | Price: 0.7666 | RSI: 0.77
2025-07-16 20:25:17 | SOL/USDT | Signal: buy | Price: 172.586 | RSI: 172.59
2025-07-16 20:25:29 | AVAX/USDT | Signal: buy | Price: 22.348 | RSI: 22.35
2025-07-16 20:25:41 | ALGO/USDT | Signal: buy | Price: 0.2869 | RSI: 0.29
2025-07-16 20:25:45 | TRX/USDT | Signal: buy | Price: 0.3045 | RSI: 0.30
2025-07-16 20:25:51 | APT/USDT | Signal: buy | Price: 5.23 | RSI: 5.23
2025-07-16 20:26:25 | BTC/USDT | Signal: buy | Price: 119562.0 | RSI: 119562.00
2025-07-16 20:26:34 | ETH/USDT | Signal: buy | Price: 3291.48 | RSI: 3291.48
2025-07-16 20:26:40 | LTC/USDT | Signal: buy | Price: 98.925 | RSI: 98.92
2025-07-16 20:26:48 | DOT/USDT | Signal: buy | Price: 4.184 | RSI: 4.18
2025-07-16 20:26:52 | ADA/USDT | Signal: buy | Price: 0.7668 | RSI: 0.77
2025-07-16 20:26:56 | SOL/USDT | Signal: buy | Price: 172.611 | RSI: 172.61
2025-07-16 20:27:01 | AVAX/USDT | Signal: buy | Price: 22.362 | RSI: 22.36
2025-07-16 20:27:06 | ALGO/USDT | Signal: buy | Price: 0.2871 | RSI: 0.29
2025-07-16 20:27:09 | TRX/USDT | Signal: buy | Price: 0.3043 | RSI: 0.30
2025-07-16 20:27:13 | APT/USDT | Signal: buy | Price: 5.2342 | RSI: 5.23
2025-07-16 20:27:49 | BTC/USDT | Signal: buy | Price: 119668.5 | RSI: 119668.50
2025-07-16 20:27:53 | ETH/USDT | Signal: buy | Price: 3285.52 | RSI: 3285.52
2025-07-16 20:28:04 | LTC/USDT | Signal: buy | Price: 98.584 | RSI: 98.58
2025-07-16 20:28:14 | DOT/USDT | Signal: buy | Price: 4.1637 | RSI: 4.16
2025-07-16 20:29:34 | BTC/USDT | Signal: buy | Price: 119656.6 | RSI: 119656.60
2025-07-16 20:29:39 | ETH/USDT | Signal: buy | Price: 3285.93 | RSI: 3285.93
2025-07-16 20:29:58 | LTC/USDT | Signal: buy | Price: 98.717 | RSI: 98.72
2025-07-16 20:30:18 | DOT/USDT | Signal: buy | Price: 4.1656 | RSI: 4.17
2025-07-16 20:30:22 | ADA/USDT | Signal: buy | Price: 0.7626 | RSI: 0.76
2025-07-16 20:30:28 | SOL/USDT | Signal: buy | Price: 172.64 | RSI: 172.64
2025-07-16 20:30:32 | AVAX/USDT | Signal: buy | Price: 22.332 | RSI: 22.33
2025-07-16 20:30:38 | ALGO/USDT | Signal: buy | Price: 0.2862 | RSI: 0.29
2025-07-16 20:30:45 | TRX/USDT | Signal: buy | Price: 0.3045 | RSI: 0.30
2025-07-16 20:30:57 | APT/USDT | Signal: buy | Price: 5.2289 | RSI: 5.23
2025-07-16 20:31:37 | BTC/USDT | Signal: buy | Price: 119628.9 | RSI: 119628.90
2025-07-24 12:24:48 | DOT/USDT | Signal: sell | Price: 3.9909 | RSI: 45.25
2025-07-24 12:25:37 | DOT/USDT | Signal: sell | Price: 3.9929 | RSI: 45.82
2025-07-24 12:26:26 | DOT/USDT | Signal: sell | Price: 3.9957 | RSI: 46.82
2025-07-24 12:27:14 | DOT/USDT | Signal: sell | Price: 3.9959 | RSI: 46.89
2025-07-24 12:27:48 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 46.86 | Confidence: 0.75
2025-07-24 12:29:22 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 48.26 | Confidence: 0.75
2025-07-24 12:30:09 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 48.60 | Confidence: 0.75
2025-07-24 12:31:01 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 49.45 | Confidence: 0.75
2025-07-24 12:31:49 | DOT/USDT | Signal: sell | Price: 4.01 | RSI: 50.43 | Confidence: 0.75
2025-07-24 12:32:37 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 50.01 | Confidence: 0.75
2025-07-24 12:33:25 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 49.01 | Confidence: 0.75
2025-07-24 12:34:12 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 47.78 | Confidence: 0.75
2025-07-24 12:34:59 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.65 | Confidence: 0.75
2025-07-24 12:35:47 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.27 | Confidence: 0.75
2025-07-24 12:36:35 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.37 | Confidence: 0.75
2025-07-24 12:37:23 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.17 | Confidence: 0.75
2025-07-24 12:38:10 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 44.30 | Confidence: 0.75
2025-07-24 12:38:57 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 45.23 | Confidence: 0.75
2025-07-24 12:39:49 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 44.36 | Confidence: 0.75
2025-07-24 12:40:37 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.46 | Confidence: 0.75
2025-07-24 12:41:25 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 44.31 | Confidence: 0.75
2025-07-24 12:42:12 | DOT/USDT | Signal: sell | Price: 3.98 | RSI: 42.66 | Confidence: 0.75
2025-07-24 12:43:01 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 45.06 | Confidence: 0.75
2025-07-24 12:43:49 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 46.50 | Confidence: 0.75
2025-07-24 12:43:57 | APT/USDT | Signal: sell | Price: 4.67 | RSI: 60.81 | Confidence: 0.75
2025-07-24 12:44:36 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 48.69 | Confidence: 0.75
2025-07-24 12:44:46 | APT/USDT | Signal: sell | Price: 4.67 | RSI: 61.75 | Confidence: 0.75
2025-07-24 12:45:26 | DOT/USDT | Signal: sell | Price: 4.00 | RSI: 47.72 | Confidence: 0.75
2025-07-24 12:46:24 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 45.70 | Confidence: 0.75
2025-07-24 12:47:11 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 45.94 | Confidence: 0.75
2025-07-24 12:48:03 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 45.28 | Confidence: 0.75
2025-07-24 12:48:53 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 44.70 | Confidence: 0.75
2025-07-24 12:49:48 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 38.10 | Confidence: 0.75
2025-07-24 12:50:45 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 40.14 | Confidence: 0.75
2025-07-24 12:51:34 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 39.11 | Confidence: 0.75
2025-07-24 12:52:08 | BTC/USDT | Signal: sell | Price: 117811.50 | RSI: 63.44 | Confidence: 0.75
2025-07-24 12:52:11 | ETH/USDT | Signal: sell | Price: 3793.30 | RSI: 62.01 | Confidence: 0.75
2025-07-24 12:52:15 | XMR/USDT | Signal: sell | Price: 320.58 | RSI: 63.28 | Confidence: 0.75
2025-07-24 12:52:19 | LTC/USDT | Signal: sell | Price: 116.66 | RSI: 63.28 | Confidence: 0.75
2025-07-24 12:52:23 | DOT/USDT | Signal: sell | Price: 4.53 | RSI: 63.17 | Confidence: 0.75
2025-07-24 12:52:26 | ADA/USDT | Signal: sell | Price: 0.90 | RSI: 60.75 | Confidence: 0.75
2025-07-24 12:52:37 | AVAX/USDT | Signal: sell | Price: 25.79 | RSI: 62.64 | Confidence: 0.75
2025-07-24 12:52:41 | ALGO/USDT | Signal: sell | Price: 0.30 | RSI: 61.74 | Confidence: 0.75
2025-07-24 12:52:47 | APT/USDT | Signal: sell | Price: 5.46 | RSI: 65.51 | Confidence: 0.75
2025-07-24 12:52:54 | INJ/USDT | Signal: sell | Price: 15.30 | RSI: 60.93 | Confidence: 0.75
2025-07-24 12:53:18 | BTC/USDT | Signal: sell | Price: 117811.50 | RSI: 63.44 | Confidence: 0.75
2025-07-24 12:53:21 | ETH/USDT | Signal: sell | Price: 3793.30 | RSI: 62.01 | Confidence: 0.75
2025-07-24 12:53:25 | XMR/USDT | Signal: sell | Price: 320.58 | RSI: 63.28 | Confidence: 0.75
2025-07-24 12:53:30 | LTC/USDT | Signal: sell | Price: 116.66 | RSI: 63.28 | Confidence: 0.75
2025-07-24 12:53:34 | DOT/USDT | Signal: sell | Price: 4.53 | RSI: 63.17 | Confidence: 0.75
2025-07-24 12:53:37 | ADA/USDT | Signal: sell | Price: 0.90 | RSI: 60.75 | Confidence: 0.75
2025-07-24 12:53:44 | AVAX/USDT | Signal: sell | Price: 25.79 | RSI: 62.64 | Confidence: 0.75
2025-07-24 12:53:48 | ALGO/USDT | Signal: sell | Price: 0.30 | RSI: 61.74 | Confidence: 0.75
2025-07-24 12:53:56 | APT/USDT | Signal: sell | Price: 5.46 | RSI: 65.51 | Confidence: 0.75
2025-07-24 12:54:03 | INJ/USDT | Signal: sell | Price: 15.30 | RSI: 60.93 | Confidence: 0.75
2025-07-24 13:00:55 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.40 | Confidence: 0.75
2025-07-24 13:01:45 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 40.33 | Confidence: 0.75
2025-07-24 13:02:33 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 40.38 | Confidence: 0.75
2025-07-24 13:03:20 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 41.18 | Confidence: 0.75
2025-07-24 13:04:08 | DOT/USDT | Signal: sell | Price: 3.98 | RSI: 43.78 | Confidence: 0.75
2025-07-24 13:04:57 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 48.26 | Confidence: 0.75
2025-07-24 13:05:45 | DOT/USDT | Signal: sell | Price: 3.99 | RSI: 48.11 | Confidence: 0.75
2025-07-24 13:06:32 | DOT/USDT | Signal: sell | Price: 3.98 | RSI: 46.15 | Confidence: 0.75
2025-07-24 13:07:19 | DOT/USDT | Signal: sell | Price: 3.98 | RSI: 45.29 | Confidence: 0.75
2025-07-24 13:08:07 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 43.90 | Confidence: 0.75
2025-07-24 13:08:54 | DOT/USDT | Signal: sell | Price: 3.98 | RSI: 44.58 | Confidence: 0.75
2025-07-24 13:09:54 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.35 | Confidence: 0.75
2025-07-24 13:10:42 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 41.69 | Confidence: 0.75
2025-07-24 13:11:32 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 43.29 | Confidence: 0.75
2025-07-24 13:12:19 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.23 | Confidence: 0.75
2025-07-24 13:13:06 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.15 | Confidence: 0.75
2025-07-24 13:13:55 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.95 | Confidence: 0.75
2025-07-24 13:14:42 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 43.65 | Confidence: 0.75
2025-07-24 13:15:30 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 44.85 | Confidence: 0.75
2025-07-24 13:16:27 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 43.42 | Confidence: 0.75
2025-07-24 13:17:15 | DOT/USDT | Signal: sell | Price: 3.97 | RSI: 42.30 | Confidence: 0.75
2025-07-24 13:18:03 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 40.50 | Confidence: 0.75
2025-07-24 13:18:51 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 39.54 | Confidence: 0.75
2025-07-24 13:19:39 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 40.55 | Confidence: 0.75
2025-07-24 13:20:27 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 40.59 | Confidence: 0.75
2025-07-24 13:20:34 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 45.03 | Confidence: 0.75
2025-07-24 13:21:16 | DOT/USDT | Signal: sell | Price: 3.96 | RSI: 39.30 | Confidence: 0.75
2025-07-24 13:21:23 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 43.95 | Confidence: 0.75
2025-07-24 13:23:03 | DOT/USDT | Signal: sell | Price: 3.95 | RSI: 38.64 | Confidence: 0.75
2025-07-24 13:23:09 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 43.26 | Confidence: 0.75
2025-07-24 13:23:51 | DOT/USDT | Signal: sell | Price: 3.95 | RSI: 38.91 | Confidence: 0.75
2025-07-24 13:24:03 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 43.95 | Confidence: 0.75
2025-07-24 13:24:47 | DOT/USDT | Signal: sell | Price: 3.94 | RSI: 36.84 | Confidence: 0.75
2025-07-24 13:24:53 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 41.94 | Confidence: 0.75
2025-07-24 13:25:35 | DOT/USDT | Signal: sell | Price: 3.95 | RSI: 37.94 | Confidence: 0.75
2025-07-24 13:25:42 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 43.20 | Confidence: 0.75
2025-07-24 13:26:25 | DOT/USDT | Signal: sell | Price: 3.95 | RSI: 37.43 | Confidence: 0.75
2025-07-24 13:26:33 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 43.20 | Confidence: 0.75
2025-07-24 13:27:15 | DOT/USDT | Signal: sell | Price: 3.94 | RSI: 36.92 | Confidence: 0.75
2025-07-24 13:27:32 | DOT/USDT | Signal: sell | Price: 3.94 | RSI: 36.65 | Confidence: 0.75
2025-07-24 13:27:38 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 41.58 | Confidence: 0.75
2025-07-24 13:27:42 | APT/USDT | Signal: sell | Price: 4.60 | RSI: 42.87 | Confidence: 0.75
2025-07-24 13:28:21 | DOT/USDT | Signal: sell | Price: 3.94 | RSI: 37.04 | Confidence: 0.75
2025-07-24 13:28:27 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 41.92 | Confidence: 0.75
2025-07-24 13:28:34 | APT/USDT | Signal: sell | Price: 4.61 | RSI: 44.01 | Confidence: 0.75
2025-07-24 13:29:16 | DOT/USDT | Signal: sell | Price: 3.94 | RSI: 36.34 | Confidence: 0.75
2025-07-24 13:29:22 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 40.59 | Confidence: 0.75
2025-07-24 13:29:25 | APT/USDT | Signal: sell | Price: 4.60 | RSI: 42.37 | Confidence: 0.75
2025-07-24 13:31:44 | ETH/USDT | Signal: buy | Price: 3595.82 | RSI: 39.79 | Confidence: 0.75
2025-07-24 13:32:08 | DOT/USDT | Signal: sell | Price: 3.93 | RSI: 32.64 | Confidence: 0.75
2025-07-24 13:32:14 | ALGO/USDT | Signal: sell | Price: 0.26 | RSI: 37.99 | Confidence: 0.75
2025-07-24 13:32:17 | APT/USDT | Signal: sell | Price: 4.58 | RSI: 39.13 | Confidence: 0.75
2025-07-24 13:32:56 | INJ/USDT | Signal: sell | Price: 13.33 | RSI: 36.13 | Confidence: 0.75
2025-07-24 13:33:51 | ETH/USDT | Signal: buy | Price: 3591.63 | RSI: 38.51 | Confidence: 0.75
2025-07-24 13:33:56 | DOT/USDT | Signal: sell | Price: 3.92 | RSI: 31.63 | Confidence: 0.75
2025-07-24 13:34:01 | AVAX/USDT | Signal: sell | Price: 23.23 | RSI: 38.79 | Confidence: 0.75
2025-07-24 13:34:03 | ALGO/USDT | Signal: sell | Price: 0.25 | RSI: 36.81 | Confidence: 0.75
2025-07-24 13:34:06 | APT/USDT | Signal: sell | Price: 4.59 | RSI: 39.80 | Confidence: 0.75
2025-07-24 13:34:10 | INJ/USDT | Signal: sell | Price: 13.32 | RSI: 35.37 | Confidence: 0.75
2025-07-24 13:35:03 | ETH/USDT | Signal: buy | Price: 3594.96 | RSI: 39.52 | Confidence: 0.75
2025-07-24 13:35:07 | DOT/USDT | Signal: sell | Price: 3.92 | RSI: 31.72 | Confidence: 0.75
2025-07-24 13:35:31 | AVAX/USDT | Signal: sell | Price: 23.22 | RSI: 38.38 | Confidence: 0.75
